sentence,label
"I didn't see anything spectacular or Oscar-worthy in her performance, she just sort of screamed and looked worried and disheveled.",Performance Appraisal
"The best picture Oscar could have gone to a much more deserving film like Moulin Rouge, instead of this heartless award trap.",Comparative Lens
The only description I can really give this movie is...blah.,Selective Emphasis Bias
It's hard to watch a film on real history when that history is skewed.,Authenticity Bias
"Therefore, since this movie refuses to acknowledge important facts, it falls way short of anything worthwhile.",Omission Focus
"Granted, a book is a book, a screenplay is a screenplay and a movie is a movie, and in the face of fiction, liberties may be taken, but when they altered in light of fact, then the whole work is subsequently meaningless.",Authenticity Bias
By no means should this film earn any praises come Oscar night - especially for Best Screenplay when it's far from it.,Expectation Bias
I didn't like Beautiful Mind and I think it's a terribly overrated film.,Disposition Bias
"Crowe's performance is the only things that saves it for me.Basically this movie is one more Hollywood cliche - with the character depiction and development, the generic ending, the BORING generic music in the exact moments as expected.",Selective Emphasis Bias
Perfectly tailored for mass consumption.,Moral or Political Projection
"The peak of all predictability was prof. Nash's speech when he receives the Nobel Prize - ""love is the essence"" - what a boring and unimaginative thing to say at the peak of your life.",Expectation Bias
"As a whole, this film adds absolutely nothing to the cinema world and does not deserve the high rating it has been given.",Omission Focus
Let's see what they got right in this travesty:1.,Omission Focus
He did (sort of) recover.,Performance Appraisal
He did win the Nobel Prize.Pretty much everything else they got wrong.,Authenticity Bias
They made his insanity much more interesting than the banality it really was.,Expectation Bias
They glossed over his first child born out of wedlock who he later abandoned.,Omission Focus
They ignored the fact that his wife divorced him and never remarried him.,Omission Focus
"They turned his acceptance speech into a schlocky farce.When they say ""based on a true story"", shouldn't there be a significant fraction of truth present?",Authenticity Bias
It is a fantasy someone made up.,Authenticity Bias
Educate yourself about the real life of John Forbes before you decide how you feel about this movie or at least before you vote and comment on it here.,Moral or Political Projection
Or maybe state your disinterest in knowing the real life a schizophrenic lives and your preference to embrace a Hollywood warm and fuzzy notion instead.,Moral or Political Projection
John Forbes' true story could've been told with just as much craft and made a real step toward understanding a schizophrenic's struggle but instead we were dealt a manipulated schmalsification of a real life lived in the grip of an overpowering disease.,Expectation Bias
I have had schizophrenia in my family and I have watched their realities unfold out there for the rest of us to gaze upon with twisted Malcolm in the Middle faces...it is achingly painful and takes a terrible toll on all those who love them.,Representation Critique
"This could've been a great movie - Russell Crowe delivered a flawless performance and the presentation of the actual schizophrenic events was excellent, but there it stops.",Expectation Bias
Want to know what schizophrenia really does to a life?,Authenticity Bias
- read the true story and don't be sucked in by this Hollywood fuzzy camera lens smoothing out all the trauma and scars.,Authenticity Bias
They changed the story of john nash and turned it into o Hollywood drama.,Comparative Lens
Left out so many key parts and.,Omission Focus
Also Russel Crowe's over acting made it hard to watch.,Performance Appraisal
I Am a bit surprised that the movie is rated this higher.,Expectation Bias
"The start seems like it could become interesting, but alas it does not.",Expectation Bias
"If you want to watch something with a similar premise watch ""the imitation game"", much more interesting.",Comparative Lens
I don't understand how this movie got an oscar.,Disposition Bias
It's tediously long and doesn't paint a true picture of what schizophrenia really is.,Authenticity Bias
"To answer to the question John Nash did not give the speech at the Nobel Prize ceremony that is in the film A BEAUTIFUL MIND; the only Nobel Prize winner that gives a speech is the Peace Prize winner (or the Literature winner -- there's only one that is allowed to speak, and I can't remember which -- I'm not losing my mind, just my memory).",Authenticity Bias
